18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
18.1339379554,20,18.1339379554,20
9.6381131249,1,27.7720510803,21
9.6352679566,2,37.4073190369,23
9.6352679566,2,37.4073190369,23
4.7195109872,1,42.1268300241,24
9.6858922881,2,51.8127223122,26
9.6858922881,2,51.8127223122,26
9.6774346449,2,61.4901569571,28
9.6774346449,2,61.4901569571,28
13.6694967185,3,75.1596536756,31
13.6694967185,3,75.1596536756,31
13.6694967185,3,75.1596536756,31
4.5273063339,1,79.6869600096,32
9.333145105,2,89.0201051145,34
9.333145105,2,89.0201051145,34
9.620188991,2,98.6402941055,36
9.620188991,2,98.6402941055,36
23.4231030269,5,122.0633971325,41
23.4231030269,5,122.0633971325,41
23.4231030269,5,122.0633971325,41
23.4231030269,5,122.0633971325,41
23.4231030269,5,122.0633971325,41
9.4471425691,2,131.5105397016,43
9.4471425691,2,131.5105397016,43
13.8863226643,3,145.3968623659,46
13.8863226643,3,145.3968623659,46
13.8863226643,3,145.3968623659,46
8.877028606,2,154.2738909718,48
8.877028606,2,154.2738909718,48
13.3043019665,3,167.5781929383,51
13.3043019665,3,167.5781929383,51
13.3043019665,3,167.5781929383,51
14.2271767001,3,181.8053696384,54
14.2271767001,3,181.8053696384,54
14.2271767001,3,181.8053696384,54
8.515630774,2,190.3210004124,56
8.515630774,2,190.3210004124,56
16.9866819548,4,207.3076823673,60
16.9866819548,4,207.3076823673,60
16.9866819548,4,207.3076823673,60
16.9866819548,4,207.3076823673,60
13.7369935392,3,221.0446759064,63
13.7369935392,3,221.0446759064,63
13.7369935392,3,221.0446759064,63
9.3522015683,2,230.3968774747,65
9.3522015683,2,230.3968774747,65
14.0668176606,3,244.4636951353,68
14.0668176606,3,244.4636951353,68
14.0668176606,3,244.4636951353,68
18.2709585879,4,262.7346537232,72
18.2709585879,4,262.7346537232,72
18.2709585879,4,262.7346537232,72
18.2709585879,4,262.7346537232,72
8.6200042333,2,271.3546579565,74
8.6200042333,2,271.3546579565,74
22.8471876361,5,294.2018455926,79
22.8471876361,5,294.2018455926,79
22.8471876361,5,294.2018455926,79
22.8471876361,5,294.2018455926,79
22.8471876361,5,294.2018455926,79
9.0380423376,2,303.2398879303,81
9.0380423376,2,303.2398879303,81
22.2476512917,5,325.487539222,86
22.2476512917,5,325.487539222,86
22.2476512917,5,325.487539222,86
22.2476512917,5,325.487539222,86
22.2476512917,5,325.487539222,86
22.1604339607,5,347.6479731827,91
22.1604339607,5,347.6479731827,91
22.1604339607,5,347.6479731827,91
22.1604339607,5,347.6479731827,91
22.1604339607,5,347.6479731827,91
14.5391148349,3,362.1870880176,94
14.5391148349,3,362.1870880176,94
14.5391148349,3,362.1870880176,94
9.4685568793,2,371.6556448968,96
9.4685568793,2,371.6556448968,96
19.6858041352,4,391.341449032,100
19.6858041352,4,391.341449032,100
19.6858041352,4,391.341449032,100
19.6858041352,4,391.341449032,100
9.4188327617,2,400.7602817937,102
9.4188327617,2,400.7602817937,102
14.7290054055,3,415.4892871992,105
14.7290054055,3,415.4892871992,105
14.7290054055,3,415.4892871992,105
36.3958535938,8,451.885140793,113
36.3958535938,8,451.885140793,113
36.3958535938,8,451.885140793,113
36.3958535938,8,451.885140793,113
36.3958535938,8,451.885140793,113
36.3958535938,8,451.885140793,113
36.3958535938,8,451.885140793,113
36.3958535938,8,451.885140793,113
23.7238843042,5,475.6090250972,118
23.7238843042,5,475.6090250972,118
23.7238843042,5,475.6090250972,118
23.7238843042,5,475.6090250972,118
23.7238843042,5,475.6090250972,118
4.7153476242,1,480.3243727214,119
21.411251751,5,501.7356244724,124
21.411251751,5,501.7356244724,124
21.411251751,5,501.7356244724,124
21.411251751,5,501.7356244724,124
21.411251751,5,501.7356244724,124
19.2119479578,4,520.9475724302,128
19.2119479578,4,520.9475724302,128
19.2119479578,4,520.9475724302,128
19.2119479578,4,520.9475724302,128
17.44802284,4,538.3955952701,132
17.44802284,4,538.3955952701,132
17.44802284,4,538.3955952701,132
17.44802284,4,538.3955952701,132
13.4212740302,3,551.8168693003,135
13.4212740302,3,551.8168693003,135
13.4212740302,3,551.8168693003,135
15.3489600803,4,567.1658293806,139
15.3489600803,4,567.1658293806,139
15.3489600803,4,567.1658293806,139
15.3489600803,4,567.1658293806,139
23.8186427959,6,590.9844721765,145
23.8186427959,6,590.9844721765,145
23.8186427959,6,590.9844721765,145
23.8186427959,6,590.9844721765,145
23.8186427959,6,590.9844721765,145
23.8186427959,6,590.9844721765,145
15.4608348926,4,606.4453070691,149
15.4608348926,4,606.4453070691,149
15.4608348926,4,606.4453070691,149
15.4608348926,4,606.4453070691,149
16.522386383,4,622.9676934522,153
16.522386383,4,622.9676934522,153
16.522386383,4,622.9676934522,153
16.522386383,4,622.9676934522,153
16.1206883402,4,639.0883817924,157
16.1206883402,4,639.0883817924,157
16.1206883402,4,639.0883817924,157
16.1206883402,4,639.0883817924,157
17.4930193661,4,656.5814011585,161
17.4930193661,4,656.5814011585,161
17.4930193661,4,656.5814011585,161
17.4930193661,4,656.5814011585,161
16.3766369022,4,672.9580380607,165
16.3766369022,4,672.9580380607,165
16.3766369022,4,672.9580380607,165
16.3766369022,4,672.9580380607,165
8.3805907857,2,681.3386288464,167
8.3805907857,2,681.3386288464,167
20.2141932384,5,701.5528220848,172
20.2141932384,5,701.5528220848,172
20.2141932384,5,701.5528220848,172
20.2141932384,5,701.5528220848,172
20.2141932384,5,701.5528220848,172
18.4038450073,4,719.9566670922,176
18.4038450073,4,719.9566670922,176
18.4038450073,4,719.9566670922,176
18.4038450073,4,719.9566670922,176
9.36750308,2,729.3241701722,178
9.36750308,2,729.3241701722,178
13.2654133224,3,742.5895834946,181
13.2654133224,3,742.5895834946,181
13.2654133224,3,742.5895834946,181
10.8593165859,3,753.4489000805,184
10.8593165859,3,753.4489000805,184
10.8593165859,3,753.4489000805,184
16.1181472654,4,769.5670473459,188
16.1181472654,4,769.5670473459,188
16.1181472654,4,769.5670473459,188
16.1181472654,4,769.5670473459,188
4.2651787213,1,773.8322260672,189
16.2419673331,3,790.0741934003,192
16.2419673331,3,790.0741934003,192
16.2419673331,3,790.0741934003,192
20.0810688132,4,810.1552622135,196
20.0810688132,4,810.1552622135,196
20.0810688132,4,810.1552622135,196
20.0810688132,4,810.1552622135,196
18.0891302809,4,828.2443924944,200
18.0891302809,4,828.2443924944,200
18.0891302809,4,828.2443924944,200
18.0891302809,4,828.2443924944,200
11.0065335817,3,839.2509260762,203
11.0065335817,3,839.2509260762,203
11.0065335817,3,839.2509260762,203
19.4240687203,5,858.6749947964,208
19.4240687203,5,858.6749947964,208
19.4240687203,5,858.6749947964,208
19.4240687203,5,858.6749947964,208
19.4240687203,5,858.6749947964,208
21.1800709091,5,879.8550657055,213
21.1800709091,5,879.8550657055,213
21.1800709091,5,879.8550657055,213
21.1800709091,5,879.8550657055,213
21.1800709091,5,879.8550657055,213
8.7558421917,2,888.6109078972,215
8.7558421917,2,888.6109078972,215
19.3411521961,5,907.9520600932,220
19.3411521961,5,907.9520600932,220
19.3411521961,5,907.9520600932,220
19.3411521961,5,907.9520600932,220
19.3411521961,5,907.9520600932,220
15.6500914962,4,923.6021515894,224
15.6500914962,4,923.6021515894,224
15.6500914962,4,923.6021515894,224
15.6500914962,4,923.6021515894,224
14.6054336718,4,938.2075852612,228
14.6054336718,4,938.2075852612,228
14.6054336718,4,938.2075852612,228
14.6054336718,4,938.2075852612,228
21.0705314121,5,959.2781166733,233
21.0705314121,5,959.2781166733,233
21.0705314121,5,959.2781166733,233
21.0705314121,5,959.2781166733,233
21.0705314121,5,959.2781166733,233
16.7008133883,4,975.9789300616,237
16.7008133883,4,975.9789300616,237
16.7008133883,4,975.9789300616,237
16.7008133883,4,975.9789300616,237
19.7760318443,5,995.7549619059,242
19.7760318443,5,995.7549619059,242
19.7760318443,5,995.7549619059,242
19.7760318443,5,995.7549619059,242
19.7760318443,5,995.7549619059,242
19.7610657196,5,1015.5160276256,247
19.7610657196,5,1015.5160276256,247
19.7610657196,5,1015.5160276256,247
19.7610657196,5,1015.5160276256,247
19.7610657196,5,1015.5160276256,247
17.4418484736,5,1032.9578760991,252
17.4418484736,5,1032.9578760991,252
17.4418484736,5,1032.9578760991,252
17.4418484736,5,1032.9578760991,252
17.4418484736,5,1032.9578760991,252
21.7264880184,6,1054.6843641176,258
21.7264880184,6,1054.6843641176,258
21.7264880184,6,1054.6843641176,258
21.7264880184,6,1054.6843641176,258
21.7264880184,6,1054.6843641176,258
21.7264880184,6,1054.6843641176,258
16.0107601315,4,1070.6951242491,262
16.0107601315,4,1070.6951242491,262
16.0107601315,4,1070.6951242491,262
16.0107601315,4,1070.6951242491,262
22.1228572641,5,1092.8179815132,267
22.1228572641,5,1092.8179815132,267
22.1228572641,5,1092.8179815132,267
22.1228572641,5,1092.8179815132,267
22.1228572641,5,1092.8179815132,267
16.6332859429,4,1109.4512674561,271
16.6332859429,4,1109.4512674561,271
16.6332859429,4,1109.4512674561,271
16.6332859429,4,1109.4512674561,271
25.4401266338,6,1134.8913940899,277
25.4401266338,6,1134.8913940899,277
25.4401266338,6,1134.8913940899,277
25.4401266338,6,1134.8913940899,277
25.4401266338,6,1134.8913940899,277
25.4401266338,6,1134.8913940899,277
15.719762504,4,1150.6111565939,281
15.719762504,4,1150.6111565939,281
15.719762504,4,1150.6111565939,281
15.719762504,4,1150.6111565939,281
25.3905952153,6,1176.0017518092,287
25.3905952153,6,1176.0017518092,287
25.3905952153,6,1176.0017518092,287
25.3905952153,6,1176.0017518092,287
25.3905952153,6,1176.0017518092,287
25.3905952153,6,1176.0017518092,287
12.6627491168,3,1188.664500926,290
12.6627491168,3,1188.664500926,290
12.6627491168,3,1188.664500926,290
16.1349833314,4,1204.7994842574,294
16.1349833314,4,1204.7994842574,294
16.1349833314,4,1204.7994842574,294
16.1349833314,4,1204.7994842574,294
15.8608404653,4,1220.6603247227,298
15.8608404653,4,1220.6603247227,298
15.8608404653,4,1220.6603247227,298
15.8608404653,4,1220.6603247227,298
16.9214034363,4,1237.5817281589,302
16.9214034363,4,1237.5817281589,302
16.9214034363,4,1237.5817281589,302
16.9214034363,4,1237.5817281589,302
26.3430586247,6,1263.9247867836,308
26.3430586247,6,1263.9247867836,308
26.3430586247,6,1263.9247867836,308
26.3430586247,6,1263.9247867836,308
26.3430586247,6,1263.9247867836,308
26.3430586247,6,1263.9247867836,308
21.5688153104,5,1285.493602094,313
21.5688153104,5,1285.493602094,313
21.5688153104,5,1285.493602094,313
21.5688153104,5,1285.493602094,313
21.5688153104,5,1285.493602094,313
14.0952390461,4,1299.5888411401,317
14.0952390461,4,1299.5888411401,317
14.0952390461,4,1299.5888411401,317
14.0952390461,4,1299.5888411401,317
19.6136106142,5,1319.2024517543,322
19.6136106142,5,1319.2024517543,322
19.6136106142,5,1319.2024517543,322
19.6136106142,5,1319.2024517543,322
19.6136106142,5,1319.2024517543,322
21.7921051932,6,1340.9945569475,328
21.7921051932,6,1340.9945569475,328
21.7921051932,6,1340.9945569475,328
21.7921051932,6,1340.9945569475,328
21.7921051932,6,1340.9945569475,328
21.7921051932,6,1340.9945569475,328
13.5526350181,4,1354.5471919656,332
13.5526350181,4,1354.5471919656,332
13.5526350181,4,1354.5471919656,332
13.5526350181,4,1354.5471919656,332
19.1871670478,5,1373.7343590134,337
19.1871670478,5,1373.7343590134,337
19.1871670478,5,1373.7343590134,337
19.1871670478,5,1373.7343590134,337
19.1871670478,5,1373.7343590134,337
28.9132311338,5,1402.6475901472,342
28.9132311338,5,1402.6475901472,342
28.9132311338,5,1402.6475901472,342
28.9132311338,5,1402.6475901472,342
28.9132311338,5,1402.6475901472,342
22.0666997058,4,1424.7142898529,346
22.0666997058,4,1424.7142898529,346
22.0666997058,4,1424.7142898529,346
22.0666997058,4,1424.7142898529,346
10.1422958944,2,1434.8565857474,348
10.1422958944,2,1434.8565857474,348
12.7518147237,4,1447.6084004711,352
12.7518147237,4,1447.6084004711,352
12.7518147237,4,1447.6084004711,352
12.7518147237,4,1447.6084004711,352
26.3188820302,5,1473.9272825013,357
26.3188820302,5,1473.9272825013,357
26.3188820302,5,1473.9272825013,357
26.3188820302,5,1473.9272825013,357
26.3188820302,5,1473.9272825013,357
8.4810352788,2,1482.4083177801,359
8.4810352788,2,1482.4083177801,359
26.506771622,6,1508.9150894021,365
26.506771622,6,1508.9150894021,365
26.506771622,6,1508.9150894021,365
26.506771622,6,1508.9150894021,365
26.506771622,6,1508.9150894021,365
26.506771622,6,1508.9150894021,365
22.8041729658,5,1531.7192623679,370
22.8041729658,5,1531.7192623679,370
22.8041729658,5,1531.7192623679,370
22.8041729658,5,1531.7192623679,370
22.8041729658,5,1531.7192623679,370
22.2460980385,5,1553.9653604065,375
22.2460980385,5,1553.9653604065,375
22.2460980385,5,1553.9653604065,375
22.2460980385,5,1553.9653604065,375
22.2460980385,5,1553.9653604065,375
22.0153851078,5,1575.9807455142,380
22.0153851078,5,1575.9807455142,380
22.0153851078,5,1575.9807455142,380
22.0153851078,5,1575.9807455142,380
22.0153851078,5,1575.9807455142,380
20.2124651002,5,1596.1932106144,385
20.2124651002,5,1596.1932106144,385
20.2124651002,5,1596.1932106144,385
20.2124651002,5,1596.1932106144,385
20.2124651002,5,1596.1932106144,385
12.2720999504,3,1608.4653105649,388
12.2720999504,3,1608.4653105649,388
12.2720999504,3,1608.4653105649,388
11.5978505453,3,1620.0631611101,391
11.5978505453,3,1620.0631611101,391
11.5978505453,3,1620.0631611101,391
16.2727151141,4,1636.3358762242,395
16.2727151141,4,1636.3358762242,395
16.2727151141,4,1636.3358762242,395
16.2727151141,4,1636.3358762242,395
12.1098394487,3,1648.4457156729,398
12.1098394487,3,1648.4457156729,398
12.1098394487,3,1648.4457156729,398
3.7558835227,1,1652.2015991956,399
14.0068297774,4,1666.208428973,403
14.0068297774,4,1666.208428973,403
14.0068297774,4,1666.208428973,403
14.0068297774,4,1666.208428973,403
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
116.7382149874,106,1782.9466439605,509
